Befolkningen efter tid, statsborgerskab, alder, distrikt og køn;;;;;;
Enhed: Antal;;;;;;
;;;;all genders;Male;Female
;;;Bydel - Brønshøj-Husum;806;419;387
;;;Bydel - Bispebjerg;559;253;306
;;;Bydel - Amager Øst;503;249;254
;;;Bydel - Amager Vest;1061;447;614
;;;Bydel - Uden for inddeling;68;45;23
;;;Lokaludvalg - Indre By;227;98;129
;;;Lokaludvalg - Christianshavn;47;21;26
;;;Lokaludvalg - Østerbro;389;165;224
;;;Lokaludvalg - Nørrebro;467;235;232
;;;Lokaludvalg - Vesterbro;228;107;121
;;;Lokaludvalg - Kgs. Enghave;378;180;198
;;;Lokaludvalg - Valby;938;460;478
;;;Lokaludvalg - Vanløse;256;139;117
;;;Lokaludvalg - Brønshøj-Husum;806;419;387
;;;Lokaludvalg - Bispebjerg;559;253;306
;;;Lokaludvalg - Amager Øst;503;249;254
;;;Lokaludvalg - Amager Vest;1061;447;614
;;;Lokaludvalg - Uden for inddeling;68;45;23
;;;Indre By - Middelalderbyen;58;33;25
;;;Indre By - Metropolzonen;19;10;9
;;;Indre By - Nansensgade-kvarteret;15;6;9
;;;Indre By - Øster Farimagsgade-kvarteret;34;12;22
;;;Indre By - Østerport;17;8;9
;;;Indre By - Frederiksstaden;69;25;44
;;;Indre By - Gammelholm og Nyhavn;15;4;11
;;;Christianshavn - Neden Vandet;13;6;7
;;;Christianshavn - Oven Vandet;20;8;12
;;;Christianshavn - Holmen og Refshaleøen;14;7;7
;;;Østerbro - Nord/Komponistkvarteret;21;8;13
;;;Østerbro - Svanemøllen Syd/Øst;80;42;38
;;;Østerbro - Århusgade Nord;26;8;18
;;;Østerbro - Århusgade Syd;29;13;16
;;;Østerbro - Rosenvænget;35;15;20
;;;Østerbro - Ny Ryvang;29;13;16
;;;Østerbro - Nord;41;10;31
;;;Østerbro - Nordhavn;45;20;25
;;;Østerbro - Lyngbyvej Vest;21;7;14
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;29;16;13
;;;Østerbro - Fælled;33;13;20
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;94;66;28
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;124;48;76
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;55;27;28
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;119;58;61
;;;Nørrebro - Haraldsgade-kvarteret;75;36;39
;;;Vesterbro - Vest;55;20;35
;;;Vesterbro - Central;81;40;41
;;;Vesterbro - Øst;47;25;22
;;;Vesterbro - Syd;45;22;23
;;;Kgs. Enghave - Bavnehøj;23;9;14
;;;Kgs. Enghave - Gl. Sydhavn;177;95;82
;;;Kgs. Enghave - Holmene;178;76;102
;;;Valby - Gl. Valby;80;36;44
;;;Valby - Syd;204;88;116
;;;Valby - Ålholm;51;28;23
;;;Valby - Valby Sydvest;422;216;206
;;;Valby - Vigerslev;181;92;89
;;;Vanløse - Jyllingevej Kvarter;78;50;28
;;;Vanløse - Jernbane Allé Kvarter;106;51;55
;;;Vanløse - Sallingvej Kvarter;44;20;24
;;;Vanløse - Grøndals Park Kvarter;28;18;10
;;;Brønshøj-Husum - Husum;270;140;130
;;;Brønshøj-Husum - Husum Nord;244;131;113
;;;Brønshøj-Husum - Tingbjerg;184;93;91
;;;Brønshøj-Husum - Brønshøj;46;24;22
;;;Brønshøj-Husum - Bellahøj;62;31;31
;;;Bispebjerg - Emdrup;29;14;15
;;;Bispebjerg- Ryparken-Lundehus;66;32;34
;;;Bispebjerg - Bispebjerg;45;21;24
;;;Bispebjerg - Utterslev;48;23;25
;;;Bispebjerg - Nordvest;371;163;208
;;;Amager Øst - Amagerbro Øst;181;89;92
;;;Amager Øst - Sundbyøster;61;28;33
;;;Amager Øst - Villakvartererne;153;83;70
;;;Amager Øst - Nordøstamager;108;49;59
;;;Amager Vest - Amagerbro Vest;19;9;10
;;;Amager Vest - Bryggen Syd;13;5;8
;;;Amager Vest - Faste Batteri;56;21;35
;;;Amager Vest - Gamle Bryggen;30;9;21
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);46;22;24
;;;Amager Vest - Kolonihavekvarteret;161;62;99
;;;Amager Vest - Sundbyvester;107;45;62
;;;Amager Vest - Sundholmsvejs kvarteret;116;54;62
;;;Amager Vest - Urbanplanen;36;19;17
;;;Amager Vest - Ørestad City;261;110;151
;;;Amager Vest - Ørestad Syd;216;91;125
;;30-34 years;København i alt;7049;3299;3750
;;;Bydel - Indre By;367;161;206
;;;Bydel - Østerbro;551;248;303
;;;Bydel - Nørrebro;558;292;266
;;;Bydel - Vesterbro/Kongens Enghave;896;390;506
;;;Bydel - Valby;923;478;445
;;;Bydel - Vanløse;293;138;155
;;;Bydel - Brønshøj-Husum;780;384;396
;;;Bydel - Bispebjerg;672;318;354
;;;Bydel - Amager Øst;579;260;319
;;;Bydel - Amager Vest;1346;582;764
;;;Bydel - Uden for inddeling;84;48;36
;;;Lokaludvalg - Indre By;304;131;173
;;;Lokaludvalg - Christianshavn;63;30;33
;;;Lokaludvalg - Østerbro;551;248;303
;;;Lokaludvalg - Nørrebro;558;292;266
;;;Lokaludvalg - Vesterbro;306;132;174
;;;Lokaludvalg - Kgs. Enghave;590;258;332
;;;Lokaludvalg - Valby;923;478;445
;;;Lokaludvalg - Vanløse;293;138;155
;;;Lokaludvalg - Brønshøj-Husum;780;384;396
;;;Lokaludvalg - Bispebjerg;672;318;354
;;;Lokaludvalg - Amager Øst;579;260;319
;;;Lokaludvalg - Amager Vest;1346;582;764
;;;Lokaludvalg - Uden for inddeling;84;48;36
;;;Indre By - Middelalderbyen;65;30;35
;;;Indre By - Metropolzonen;25;12;13
;;;Indre By - Nansensgade-kvarteret;36;16;20
;;;Indre By - Øster Farimagsgade-kvarteret;45;22;23
;;;Indre By - Østerport;36;14;22
;;;Indre By - Frederiksstaden;78;30;48
;;;Indre By - Gammelholm og Nyhavn;19;7;12
;;;Christianshavn - Neden Vandet;25;14;11
;;;Christianshavn - Oven Vandet;22;9;13
;;;Christianshavn - Holmen og Refshaleøen;16;7;9
;;;Østerbro - Nord/Komponistkvarteret;16;8;8
;;;Østerbro - Svanemøllen Syd/Øst;99;45;54
;;;Østerbro - Århusgade Nord;45;17;28
;;;Østerbro - Århusgade Syd;46;23;23
;;;Østerbro - Rosenvænget;43;21;22
;;;Østerbro - Ny Ryvang;37;24;13
;;;Østerbro - Nord;47;15;32
;;;Østerbro - Nordhavn;77;28;49
;;;Østerbro - Lyngbyvej Vest;44;19;25
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;48;24;24
;;;Østerbro - Fælled;49;24;25
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;108;62;46
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;126;69;57
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;90;46;44
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;145;70;75
;;;Nørrebro - Haraldsgade-kvarteret;89;45;44
;;;Vesterbro - Vest;84;32;52
;;;Vesterbro - Central;94;40;54
;;;Vesterbro - Øst;43;23;20
;;;Vesterbro - Syd;85;37;48
;;;Kgs. Enghave - Bavnehøj;41;18;23
;;;Kgs. Enghave - Gl. Sydhavn;213;102;111
;;;Kgs. Enghave - Holmene;336;138;198
;;;Valby - Gl. Valby;100;42;58
;;;Valby - Syd;284;129;155
;;;Valby - Ålholm;73;34;39
;;;Valby - Valby Sydvest;344;196;148
;;;Valby - Vigerslev;122;77;45
;;;Vanløse - Jyllingevej Kvarter;74;41;33
;;;Vanløse - Jernbane Allé Kvarter;125;59;66
;;;Vanløse - Sallingvej Kvarter;67;30;37
;;;Vanløse - Grøndals Park Kvarter;27;8;19
;;;Brønshøj-Husum - Husum;228;113;115
;;;Brønshøj-Husum - Husum Nord;227;115;112
;;;Brønshøj-Husum - Tingbjerg;185;88;97
;;;Brønshøj-Husum - Brønshøj;66;30;36
;;;Brønshøj-Husum - Bellahøj;74;38;36
;;;Bispebjerg - Emdrup;40;18;22
;;;Bispebjerg- Ryparken-Lundehus;83;32;51
;;;Bispebjerg - Bispebjerg;61;32;29
;;;Bispebjerg - Utterslev;76;32;44
;;;Bispebjerg - Nordvest;412;204;208
;;;Amager Øst - Amagerbro Øst;173;80;93
;;;Amager Øst - Sundbyøster;70;28;42
;;;Amager Øst - Villakvartererne;160;86;74
;;;Amager Øst - Nordøstamager;176;66;110
;;;Amager Vest - Amagerbro Vest;20;13;7
;;;Amager Vest - Bryggen Syd;34;11;23
;;;Amager Vest - Faste Batteri;83;40;43
;;;Amager Vest - Gamle Bryggen;26;14;12
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);41;19;22
;;;Amager Vest - Kolonihavekvarteret;48;13;35
;;;Amager Vest - Sundbyvester;129;68;61
;;;Amager Vest - Sundholmsvejs kvarteret;131;64;67
;;;Amager Vest - Urbanplanen;43;23;20
;;;Amager Vest - Ørestad City;436;172;264
;;;Amager Vest - Ørestad Syd;355;145;210
;;35-39 years;København i alt;7068;3391;3677
;;;Bydel - Indre By;365;174;191
;;;Bydel - Østerbro;589;260;329
;;;Bydel - Nørrebro;506;241;265
;;;Bydel - Vesterbro/Kongens Enghave;960;423;537
;;;Bydel - Valby;835;426;409
;;;Bydel - Vanløse;288;157;131
;;;Bydel - Brønshøj-Husum;726;344;382
;;;Bydel - Bispebjerg;663;333;330
;;;Bydel - Amager Øst;602;281;321
;;;Bydel - Amager Vest;1445;695;750
;;;Bydel - Uden for inddeling;89;57;32
;;;Lokaludvalg - Indre By;300;146;154
;;;Lokaludvalg - Christianshavn;65;28;37
;;;Lokaludvalg - Østerbro;589;260;329
;;;Lokaludvalg - Nørrebro;506;241;265
;;;Lokaludvalg - Vesterbro;333;136;197
;;;Lokaludvalg - Kgs. Enghave;627;287;340
;;;Lokaludvalg - Valby;835;426;409
;;;Lokaludvalg - Vanløse;288;157;131
;;;Lokaludvalg - Brønshøj-Husum;726;344;382
;;;Lokaludvalg - Bispebjerg;663;333;330
;;;Lokaludvalg - Amager Øst;602;281;321
;;;Lokaludvalg - Amager Vest;1445;695;750
;;;Lokaludvalg - Uden for inddeling;89;57;32
;;;Indre By - Middelalderbyen;66;40;26
;;;Indre By - Metropolzonen;31;15;16
;;;Indre By - Nansensgade-kvarteret;33;20;13
;;;Indre By - Øster Farimagsgade-kvarteret;31;10;21
;;;Indre By - Østerport;42;19;23
;;;Indre By - Frederiksstaden;72;34;38
;;;Indre By - Gammelholm og Nyhavn;25;8;17
;;;Christianshavn - Neden Vandet;19;7;12
;;;Christianshavn - Oven Vandet;33;15;18
;;;Christianshavn - Holmen og Refshaleøen;13;6;7
;;;Østerbro - Nord/Komponistkvarteret;10;4;6
;;;Østerbro - Svanemøllen Syd/Øst;97;44;53
;;;Østerbro - Århusgade Nord;54;25;29
;;;Østerbro - Århusgade Syd;50;27;23
;;;Østerbro - Rosenvænget;48;19;29
;;;Østerbro - Ny Ryvang;34;18;16
;;;Østerbro - Nord;59;19;40
;;;Østerbro - Nordhavn;90;34;56
;;;Østerbro - Lyngbyvej Vest;49;23;26
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;56;27;29
;;;Østerbro - Fælled;42;20;22
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;114;65;49
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;128;52;76
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;76;37;39
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;109;51;58
;;;Nørrebro - Haraldsgade-kvarteret;79;36;43
;;;Vesterbro - Vest;93;32;61
;;;Vesterbro - Central;91;38;53
;;;Vesterbro - Øst;52;27;25
;;;Vesterbro - Syd;97;39;58
;;;Kgs. Enghave - Bavnehøj;46;22;24
;;;Kgs. Enghave - Gl. Sydhavn;190;93;97
;;;Kgs. Enghave - Holmene;391;172;219
;;;Valby - Gl. Valby;96;46;50
;;;Valby - Syd;305;154;151
;;;Valby - Ålholm;73;41;32
;;;Valby - Valby Sydvest;264;130;134
;;;Valby - Vigerslev;97;55;42
;;;Vanløse - Jyllingevej Kvarter;87;46;41
;;;Vanløse - Jernbane Allé Kvarter;118;71;47
;;;Vanløse - Sallingvej Kvarter;60;27;33
;;;Vanløse - Grøndals Park Kvarter;23;13;10
;;;Brønshøj-Husum - Husum;194;100;94
;;;Brønshøj-Husum - Husum Nord;201;94;107
;;;Brønshøj-Husum - Tingbjerg;173;75;98
;;;Brønshøj-Husum - Brønshøj;68;37;31
;;;Brønshøj-Husum - Bellahøj;90;38;52
;;;Bispebjerg - Emdrup;34;19;15
;;;Bispebjerg- Ryparken-Lundehus;107;48;59
;;;Bispebjerg - Bispebjerg;68;35;33
;;;Bispebjerg - Utterslev;94;51;43
;;;Bispebjerg - Nordvest;360;180;180
;;;Amager Øst - Amagerbro Øst;182;90;92
;;;Amager Øst - Sundbyøster;79;33;46
;;;Amager Øst - Villakvartererne;132;71;61
;;;Amager Øst - Nordøstamager;209;87;122
;;;Amager Vest - Amagerbro Vest;19;6;13
;;;Amager Vest - Bryggen Syd;55;24;31
;;;Amager Vest - Faste Batteri;58;31;27
;;;Amager Vest - Gamle Bryggen;34;15;19
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);47;19;28
;;;Amager Vest - Kolonihavekvarteret;46;29;17
;;;Amager Vest - Sundbyvester;77;45;32
;;;Amager Vest - Sundholmsvejs kvarteret;135;66;69
;;;Amager Vest - Urbanplanen;45;23;22
;;;Amager Vest - Ørestad City;470;221;249
;;;Amager Vest - Ørestad Syd;459;216;243
;;40-44 years;København i alt;5588;2632;2956
;;;Bydel - Indre By;230;97;133
;;;Bydel - Østerbro;443;200;243
;;;Bydel - Nørrebro;444;203;241
;;;Bydel - Vesterbro/Kongens Enghave;725;346;379
;;;Bydel - Valby;708;358;350
;;;Bydel - Vanløse;263;128;135
;;;Bydel - Brønshøj-Husum;635;316;319
;;;Bydel - Bispebjerg;610;276;334
;;;Bydel - Amager Øst;429;175;254
;;;Bydel - Amager Vest;1042;481;561
;;;Bydel - Uden for inddeling;59;52;7
;;;Lokaludvalg - Indre By;172;73;99
;;;Lokaludvalg - Christianshavn;58;24;34
;;;Lokaludvalg - Østerbro;443;200;243
;;;Lokaludvalg - Nørrebro;444;203;241
;;;Lokaludvalg - Vesterbro;255;123;132
;;;Lokaludvalg - Kgs. Enghave;470;223;247
;;;Lokaludvalg - Valby;708;358;350
;;;Lokaludvalg - Vanløse;263;128;135
;;;Lokaludvalg - Brønshøj-Husum;635;316;319
;;;Lokaludvalg - Bispebjerg;610;276;334
;;;Lokaludvalg - Amager Øst;429;175;254
;;;Lokaludvalg - Amager Vest;1042;481;561
;;;Lokaludvalg - Uden for inddeling;59;52;7
;;;Indre By - Middelalderbyen;43;21;22
;;;Indre By - Metropolzonen;19;9;10
;;;Indre By - Nansensgade-kvarteret;15;8;7
;;;Indre By - Øster Farimagsgade-kvarteret;35;12;23
;;;Indre By - Østerport;16;10;6
;;;Indre By - Frederiksstaden;28;10;18
;;;Indre By - Gammelholm og Nyhavn;16;3;13
;;;Christianshavn - Neden Vandet;22;9;13
;;;Christianshavn - Oven Vandet;17;7;10
;;;Christianshavn - Holmen og Refshaleøen;19;8;11
;;;Østerbro - Nord/Komponistkvarteret;8;4;4
;;;Østerbro - Svanemøllen Syd/Øst;64;34;30
;;;Østerbro - Århusgade Nord;30;18;12
;;;Østerbro - Århusgade Syd;53;24;29
;;;Østerbro - Rosenvænget;48;21;27
;;;Østerbro - Ny Ryvang;36;11;25
;;;Østerbro - Nord;26;6;20
;;;Østerbro - Nordhavn;77;38;39
;;;Østerbro - Lyngbyvej Vest;23;11;12
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;38;16;22
;;;Østerbro - Fælled;40;17;23
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;81;46;35
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;112;44;68
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;78;34;44
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;97;47;50
;;;Nørrebro - Haraldsgade-kvarteret;76;32;44
;;;Vesterbro - Vest;77;27;50
;;;Vesterbro - Central;78;42;36
;;;Vesterbro - Øst;43;24;19
;;;Vesterbro - Syd;57;30;27
;;;Kgs. Enghave - Bavnehøj;37;17;20
;;;Kgs. Enghave - Gl. Sydhavn;178;80;98
;;;Kgs. Enghave - Holmene;255;126;129
;;;Valby - Gl. Valby;75;44;31
;;;Valby - Syd;292;129;163
;;;Valby - Ålholm;80;44;36
;;;Valby - Valby Sydvest;180;92;88
;;;Valby - Vigerslev;81;49;32
;;;Vanløse - Jyllingevej Kvarter;85;40;45
;;;Vanløse - Jernbane Allé Kvarter;105;55;50
;;;Vanløse - Sallingvej Kvarter;55;26;29
;;;Vanløse - Grøndals Park Kvarter;18;7;11
;;;Brønshøj-Husum - Husum;179;102;77
;;;Brønshøj-Husum - Husum Nord;204;90;114
;;;Brønshøj-Husum - Tingbjerg;123;65;58
;;;Brønshøj-Husum - Brønshøj;52;22;30
;;;Brønshøj-Husum - Bellahøj;77;37;40
;;;Bispebjerg - Emdrup;30;14;16
;;;Bispebjerg- Ryparken-Lundehus;123;54;69
;;;Bispebjerg - Bispebjerg;72;28;44
;;;Bispebjerg - Utterslev;71;30;41
;;;Bispebjerg - Nordvest;314;150;164
;;;Amager Øst - Amagerbro Øst;128;51;77
;;;Amager Øst - Sundbyøster;76;28;48
;;;Amager Øst - Villakvartererne;68;30;38
;;;Amager Øst - Nordøstamager;157;66;91
;;;Amager Vest - Amagerbro Vest;18;8;10
;;;Amager Vest - Bryggen Syd;38;16;22
;;;Amager Vest - Faste Batteri;30;13;17
;;;Amager Vest - Gamle Bryggen;37;19;18
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);36;11;25
;;;Amager Vest - Kolonihavekvarteret;55;29;26
;;;Amager Vest - Sundbyvester;70;30;40
;;;Amager Vest - Sundholmsvejs kvarteret;123;65;58
;;;Amager Vest - Urbanplanen;59;31;28
;;;Amager Vest - Ørestad City;283;132;151
;;;Amager Vest - Ørestad Syd;293;127;166
;;45-49 years;København i alt;3848;1736;2112
;;;Bydel - Indre By;184;89;95
;;;Bydel - Østerbro;348;153;195
;;;Bydel - Nørrebro;384;163;221
;;;Bydel - Vesterbro/Kongens Enghave;463;212;251
;;;Bydel - Valby;437;188;249
;;;Bydel - Vanløse;176;79;97
;;;Bydel - Brønshøj-Husum;491;217;274
;;;Bydel - Bispebjerg;404;191;213
;;;Bydel - Amager Øst;341;134;207
;;;Bydel - Amager Vest;575;279;296
;;;Bydel - Uden for inddeling;45;31;14
;;;Lokaludvalg - Indre By;146;73;73
;;;Lokaludvalg - Christianshavn;38;16;22
;;;Lokaludvalg - Østerbro;348;153;195
;;;Lokaludvalg - Nørrebro;384;163;221
;;;Lokaludvalg - Vesterbro;184;79;105
;;;Lokaludvalg - Kgs. Enghave;279;133;146
;;;Lokaludvalg - Valby;437;188;249
;;;Lokaludvalg - Vanløse;176;79;97
;;;Lokaludvalg - Brønshøj-Husum;491;217;274
;;;Lokaludvalg - Bispebjerg;404;191;213
;;;Lokaludvalg - Amager Øst;341;134;207
;;;Lokaludvalg - Amager Vest;575;279;296
;;;Lokaludvalg - Uden for inddeling;45;31;14
;;;Indre By - Middelalderbyen;30;17;13
;;;Indre By - Metropolzonen;11;8;3
;;;Indre By - Nansensgade-kvarteret;15;7;8
;;;Indre By - Øster Farimagsgade-kvarteret;36;15;21
;;;Indre By - Østerport;14;11;3
;;;Indre By - Frederiksstaden;24;9;15
;;;Indre By - Gammelholm og Nyhavn;16;6;10
;;;Christianshavn - Neden Vandet;9;3;6
;;;Christianshavn - Oven Vandet;21;9;12
;;;Christianshavn - Holmen og Refshaleøen;8;4;4
;;;Østerbro - Nord/Komponistkvarteret;7;2;5
;;;Østerbro - Svanemøllen Syd/Øst;63;31;32
;;;Østerbro - Århusgade Nord;24;13;11
;;;Østerbro - Århusgade Syd;25;9;16
;;;Østerbro - Rosenvænget;27;13;14
;;;Østerbro - Ny Ryvang;44;19;25
;;;Østerbro - Nord;32;12;20
;;;Østerbro - Nordhavn;51;21;30
;;;Østerbro - Lyngbyvej Vest;24;12;12
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;22;7;15
;;;Østerbro - Fælled;29;14;15
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;74;34;40
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;77;22;55
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;56;28;28
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;88;38;50
;;;Nørrebro - Haraldsgade-kvarteret;89;41;48
;;;Vesterbro - Vest;67;29;38
;;;Vesterbro - Central;59;24;35
;;;Vesterbro - Øst;31;15;16
;;;Vesterbro - Syd;27;11;16
;;;Kgs. Enghave - Bavnehøj;20;12;8
;;;Kgs. Enghave - Gl. Sydhavn;142;61;81
;;;Kgs. Enghave - Holmene;117;60;57
;;;Valby - Gl. Valby;50;21;29
;;;Valby - Syd;184;82;102
;;;Valby - Ålholm;43;16;27
;;;Valby - Valby Sydvest;107;47;60
;;;Valby - Vigerslev;53;22;31
;;;Vanløse - Jyllingevej Kvarter;63;26;37
;;;Vanløse - Jernbane Allé Kvarter;64;34;30
;;;Vanløse - Sallingvej Kvarter;33;13;20
;;;Vanløse - Grøndals Park Kvarter;16;6;10
;;;Brønshøj-Husum - Husum;125;59;66
;;;Brønshøj-Husum - Husum Nord;163;71;92
;;;Brønshøj-Husum - Tingbjerg;123;61;62
;;;Brønshøj-Husum - Brønshøj;25;7;18
;;;Brønshøj-Husum - Bellahøj;55;19;36
;;;Bispebjerg - Emdrup;24;15;9
;;;Bispebjerg- Ryparken-Lundehus;75;24;51
;;;Bispebjerg - Bispebjerg;41;20;21
;;;Bispebjerg - Utterslev;51;25;26
;;;Bispebjerg - Nordvest;213;107;106
;;;Amager Øst - Amagerbro Øst;131;56;75
;;;Amager Øst - Sundbyøster;52;24;28
;;;Amager Øst - Villakvartererne;77;32;45
;;;Amager Øst - Nordøstamager;81;22;59
;;;Amager Vest - Amagerbro Vest;14;4;10
;;;Amager Vest - Bryggen Syd;19;11;8
;;;Amager Vest - Faste Batteri;14;4;10
;;;Amager Vest - Gamle Bryggen;14;4;10
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);14;9;5
;;;Amager Vest - Kolonihavekvarteret;27;15;12
;;;Amager Vest - Sundbyvester;62;26;36
;;;Amager Vest - Sundholmsvejs kvarteret;99;43;56
;;;Amager Vest - Urbanplanen;49;23;26
;;;Amager Vest - Ørestad City;142;77;65
;;;Amager Vest - Ørestad Syd;121;63;58
;;50-54 years;København i alt;3057;1324;1733
;;;Bydel - Indre By;106;41;65
;;;Bydel - Østerbro;230;100;130
;;;Bydel - Nørrebro;432;166;266
;;;Bydel - Vesterbro/Kongens Enghave;319;133;186
;;;Bydel - Valby;301;152;149
;;;Bydel - Vanløse;153;68;85
;;;Bydel - Brønshøj-Husum;423;180;243
;;;Bydel - Bispebjerg;415;186;229
;;;Bydel - Amager Øst;238;90;148
;;;Bydel - Amager Vest;406;177;229
;;;Bydel - Uden for inddeling;34;31;3
;;;Lokaludvalg - Indre By;81;31;50
;;;Lokaludvalg - Christianshavn;25;10;15
;;;Lokaludvalg - Østerbro;230;100;130
;;;Lokaludvalg - Nørrebro;432;166;266
;;;Lokaludvalg - Vesterbro;140;64;76
;;;Lokaludvalg - Kgs. Enghave;179;69;110
;;;Lokaludvalg - Valby;301;152;149
;;;Lokaludvalg - Vanløse;153;68;85
;;;Lokaludvalg - Brønshøj-Husum;423;180;243
;;;Lokaludvalg - Bispebjerg;415;186;229
;;;Lokaludvalg - Amager Øst;238;90;148
;;;Lokaludvalg - Amager Vest;406;177;229
;;;Lokaludvalg - Uden for inddeling;34;31;3
;;;Indre By - Middelalderbyen;16;7;9
;;;Indre By - Metropolzonen;6;4;2
;;;Indre By - Nansensgade-kvarteret;11;5;6
;;;Indre By - Øster Farimagsgade-kvarteret;13;5;8
;;;Indre By - Østerport;9;3;6
;;;Indre By - Frederiksstaden;11;3;8
;;;Indre By - Gammelholm og Nyhavn;15;4;11
;;;Christianshavn - Neden Vandet;9;4;5
;;;Christianshavn - Oven Vandet;14;5;9
;;;Christianshavn - Holmen og Refshaleøen;2;1;1
;;;Østerbro - Nord/Komponistkvarteret;1;0;1
;;;Østerbro - Svanemøllen Syd/Øst;41;20;21
;;;Østerbro - Århusgade Nord;14;9;5
;;;Østerbro - Århusgade Syd;15;5;10
;;;Østerbro - Rosenvænget;24;12;12
;;;Østerbro - Ny Ryvang;27;12;15
;;;Østerbro - Nord;14;6;8
;;;Østerbro - Nordhavn;29;14;15
;;;Østerbro - Lyngbyvej Vest;19;6;13
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;26;9;17
;;;Østerbro - Fælled;20;7;13
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;74;23;51
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;91;34;57
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;66;31;35
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;96;36;60
;;;Nørrebro - Haraldsgade-kvarteret;105;42;63
;;;Vesterbro - Vest;41;13;28
;;;Vesterbro - Central;63;28;35
;;;Vesterbro - Øst;23;15;8
;;;Vesterbro - Syd;13;8;5
;;;Kgs. Enghave - Bavnehøj;20;8;12
;;;Kgs. Enghave - Gl. Sydhavn;114;38;76
;;;Kgs. Enghave - Holmene;45;23;22
;;;Valby - Gl. Valby;28;13;15
;;;Valby - Syd;122;52;70
;;;Valby - Ålholm;35;14;21
;;;Valby - Valby Sydvest;70;44;26
;;;Valby - Vigerslev;46;29;17
;;;Vanløse - Jyllingevej Kvarter;51;23;28
;;;Vanløse - Jernbane Allé Kvarter;56;29;27
;;;Vanløse - Sallingvej Kvarter;29;7;22
;;;Vanløse - Grøndals Park Kvarter;17;9;8
;;;Brønshøj-Husum - Husum;77;43;34
;;;Brønshøj-Husum - Husum Nord;155;62;93
;;;Brønshøj-Husum - Tingbjerg;112;43;69
;;;Brønshøj-Husum - Brønshøj;23;14;9
;;;Brønshøj-Husum - Bellahøj;56;18;38
;;;Bispebjerg - Emdrup;26;15;11
;;;Bispebjerg- Ryparken-Lundehus;57;26;31
;;;Bispebjerg - Bispebjerg;44;28;16
;;;Bispebjerg - Utterslev;86;37;49
;;;Bispebjerg - Nordvest;202;80;122
;;;Amager Øst - Amagerbro Øst;104;42;62
;;;Amager Øst - Sundbyøster;36;14;22
;;;Amager Øst - Villakvartererne;46;19;27
;;;Amager Øst - Nordøstamager;52;15;37
;;;Amager Vest - Amagerbro Vest;13;5;8
;;;Amager Vest - Bryggen Syd;8;5;3
;;;Amager Vest - Faste Batteri;7;3;4
;;;Amager Vest - Gamle Bryggen;11;2;9
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);5;2;3
;;;Amager Vest - Kolonihavekvarteret;20;8;12
;;;Amager Vest - Sundbyvester;62;36;26
;;;Amager Vest - Sundholmsvejs kvarteret;89;36;53
;;;Amager Vest - Urbanplanen;51;16;35
;;;Amager Vest - Ørestad City;78;36;42
;;;Amager Vest - Ørestad Syd;62;28;34
;;55-59 years;København i alt;2667;1216;1451
;;;Bydel - Indre By;84;42;42
;;;Bydel - Østerbro;178;83;95
